Date,TAIEX,HIS,N225,SSEI
2007/4/9,9482.639648,18096.36914,20374.33984,1795.057983
2007/4/10,9807.570313,17467.15039,20706.65039,1813.494995
2007/4/11,9856.599609,17406.53906,20441.5,1828.709961
2007/4/12,9805.69043,16892.92969,20337.32031,1847.026978
2007/4/13,9931.94043,null,20726.99023,1841.063965
2007/4/16,9854.950195,16318.44043,20594.92969,1837.397949
2007/4/17,10050.42969,16491.39063,20462.76953,1833.468994
2007/4/18,null,16941.67969,20223.60938,1832.779053
2007/4/19,10186.16992,16850.74023,20252.81055,1806.829956
2007/4/20,9969.280273,16487.66016,20619.06055,1836.321045
2007/4/23,9921.030273,16577.08984,20522.51953,1836.319946
2007/4/24,10127.48047,16352.55957,20833.21094,1836.319946
2007/4/25,10068.04981,16142.75977,20526.41992,1836.319946
2007/4/26,9911.389648,14762.37012,20434.67969,1836.319946
2007/4/27,9662.599609,15278.32031,19008.64063,1836.319946
2007/4/30,9374.610352,15427.2002,18969.51953,1836.636963
2007/5/1,8993.679688,15367.13965,19086.61914,1806.637939
2007/5/2,9307.030273,null,18959.32031,1752.688965
2007/5/3,9104.400391,null,18252.67969,1724.047974
2007/5/4,9109.049805,15380.00977,18480.15039,1720.608032
2007/5/7,9120.480469,15227.38965,18272.33008,1704.587036
2007/5/8,8808.089844,15192.87012,18134.31055,1724.537964
2007/5/9,8921.120117,15519.29981,18019.16992,1725.397949
2007/5/10,8535.959961,null,17973.69922,1758.536987
2007/5/11,8541.950195,15817.75977,18403.08008,1777.828003
2007/5/14,8824.360352,15577.46973,18439.35938,1824.735962
2007/5/15,null,15314.07031,null,1832.074951
2007/5/16,8638.75,15268.63965,null,1855.493042
2007/5/17,8420,14901,null,1880.703979
2007/5/18,8425.379883,14776.90039,18199.96094,1879.616943
2007/5/21,8698.530273,14492.91992,17844.53906,1898.748047
2007/5/22,8616.179688,null,17701.4707,1877.470947
2007/5/23,8635.839844,15111.94043,16882.46094,1894.553955
2007/5/24,8559.870117,14881.29981,17357.85938,1903.488037
2007/5/25,8349.910156,15160.29004,17313.68945,1916.25
2007/5/29,8560.44043,14827.80957,17551.25,1899.092041
2007/5/30,8465.019531,14322.59961,17404.0293,1925.543945
2007/5/31,8727.820313,14478.25977,17031.63086,1935.031006
2007/6/1,9085.740234,14140.73047,16858.16992,1925.206055
2007/6/4,9087.209961,14257.17969,16386.00977,1900.786987
2007/6/5,9119.769531,13933.98047,16318.73047,1912.557007
2007/6/6,8807.570313,13921.05957,16044.44043,1938.67395
2007/6/7,8671.009766,13722.7002,16247.82031,1932.290039
2007/6/8,8500.410156,13975.07031,16008.13965,1942.285034
2007/6/11,8438.099609,13990.90039,16245.44043,1926.94397
2007/6/12,8559.459961,14713.86035,16228.90039,1915.204956
2007/6/13,8588.25,14941.19043,16332.4502,1895.348022
2007/6/14,8764.419922,15284.09961,16694.30078,1913.130981
2007/6/15,8939.519531,15861.67969,16800.06055,1913.901001
2007/6/18,8842.629883,null,17201.78906,1939.626953
2007/6/19,8883.450195,15900.05957,17170.08008,1948.639038
2007/6/20,8958.209961,15876.92969,17144.96094,1942.897949
2007/6/21,null,16120.25977,17004.33984,1947.781006
2007/6/22,9115.469727,16055.04981,16861.91016,1937.260986
2007/6/25,9067.879883,15692.94043,16980.60938,1928.105957
2007/6/26,9036.660156,15857.07031,16914.94922,1895.636963
2007/6/27,8955.44043,16080.33984,16654.41992,1907.93103
2007/6/28,8891.089844,16434.38086,16338.7002,1909.187012
2007/6/29,8935.230469,16267.46973,16318.30957,1902.552002
2007/7/2,8844.969727,16086.74023,16591.34961,1932.791992
2007/7/3,8832.150391,16238.13965,16907.55078,1948.020996
2007/7/5,8751.099609,15952.36035,17210.08008,1960.541016
2007/7/6,8690.660156,15738.08008,17106.00977,1973.374023
2007/7/9,8637.599609,15978.91016,16963.21094,1979.20105
2007/7/10,8771.769531,16155.76953,16925.40039,1987.192017
2007/7/11,8684.929688,16438.41992,17279.06055,1982.479004
2007/7/12,8529.55957,16286.79981,17370.16992,1993.985962
2007/7/13,8424.169922,16155.78027,17475.90039,1998.426025
2007/7/16,8365.629883,16124.96973,17411.05078,1991.560059
2007/7/17,8120.890137,16235.75977,17614.66016,1996.33606
2007/7/18,8265.089844,16474.26953,17470.15039,1989.239014
2007/7/19,8297.769531,16489.58984,17435.94922,1996.577026
2007/7/20,8052.540039,16829.96094,17282.36914,2012.31897
2007/7/23,8421.740234,17238.66992,17398.24023,2012.349976
2007/7/24,8289.389648,17359.66016,17572.67969,2012.792969
2007/7/25,8173.080078,17552.25977,17504.35938,2023.53894
2007/7/26,8154.669922,17449.5,17342.13086,2028.151001
2007/7/27,8158.629883,17586.16016,17036.90039,2030.682983
2007/7/30,8059.75,17834.7793,17142.90039,2036.301025
2007/7/31,8267.660156,17440.83008,17286.83008,2026.360962
2007/8/1,8497.129883,17710.07031,16945.07031,2039.418945
2007/8/2,8585.519531,17758.50977,16983.57031,2049.916016
2007/8/3,8368.780273,17920.85938,null,2061.179932
2007/8/6,8411.879883,17659.68945,16811.49023,2065.943115
2007/8/7,8219.530273,17375.33984,16547.11914,2062.666016
2007/8/8,8167.370117,17620.23047,16573.58984,2076.305908
2007/8/9,8064.200195,17450.08984,16502.60938,2076.822998
2007/8/10,7900.390137,17183.92969,16182.00977,2083.467041
2007/8/13,7961.540039,16840.98047,15838.57031,2091.585938
2007/8/14,7956.279785,16897.44922,15727.49023,2090.183105
2007/8/15,8122.109863,17277.39063,16099.66992,2108.689941
2007/8/16,8114.919922,17274.2793,16206.19043,2074.702881
2007/8/17,7984.649902,17425.69922,15814.44043,2057.918945
2007/8/20,7916.850098,17727.25,15667.36035,2071.160889
2007/8/21,7844.930176,17211.83984,16002.70996,2086.702881
2007/8/22,7925.200195,17181.99023,15820.11035,2100.584961
2007/8/23,7715.990234,17333.21094,16034.59961,2105.476074
2007/8/24,7797.779785,17214.41992,15975.65039,2076.143066
2007/8/27,8048.140137,16998.06055,16117.5,2021.198975
2007/8/28,8024.689941,17463.5293,16153.91016,1999.859009
2007/8/29,7974.649902,17734.15039,16298.29004,2010.602051
2007/8/30,7848.870117,17622.00977,16356.03027,1963.791992
2007/8/31,7845.689941,17440,16161.03027,1925.906982
2007/9/4,8003.529785,17501.48047,16280.49023,1950.662964
2007/9/5,8143.25,17668.2793,16040.17969,1959.312012
2007/9/6,8176.819824,17427.40039,16454.74023,1972.042969
2007/9/7,8257.879883,17439.69922,16436.65039,1979.094971
2007/9/10,8118.049805,17236.74023,16670.82031,1988.936035
2007/9/11,null,17019.75977,16911.33008,1979.505005
2007/9/12,8098.839844,17240.10938,17181.11914,1978.43396
2007/9/13,8026.319824,17095.88086,17141.75,1946.753052
2007/9/14,7845.870117,17097.50977,16901.66992,1903.154053
2007/9/17,7817.490234,17333.60938,16861.25977,1922.28894
2007/9/18,7543.959961,17726.16992,16739.7793,1907.30603
2007/9/19,7616.97998,17595.2207,16688.21094,1891.984009
2007/9/20,7420.060059,17605.23047,16452.26953,1875.911011
2007/9/21,7803.02002,17431.94922,16399.86914,1887.828979
2007/9/24,7785.620117,17275.44922,16300.45996,1914.08606
2007/9/25,7610.779785,17007.98047,16501.55078,1889.28894
2007/9/26,7430.930176,16629.7793,16130.90039,1910.161011
2007/9/27,7367.990234,null,16040.23047,1910.160034
2007/9/28,7335.200195,16395.42969,16190.51953,1910.160034
2007/10/1,null,16249.53027,16213.28027,1910.160034
2007/10/2,7391.660156,15560.16016,null,1910.160034
2007/10/3,7152.290039,15677.2002,16061.16016,1910.160034
2007/10/4,7155.450195,15665.62012,16124.19043,1915.349976
2007/10/5,6910.140137,15164.4502,16458.31055,1942.149048
2007/10/8,6734.899902,14612.87988,16311.04981,1933.725952
2007/10/9,6880.089844,15428.9502,15818.25,1926.323975
2007/10/10,6920.899902,15290.84961,15992.90039,1918.156982
2007/10/11,6612.089844,15444.12988,15928.62012,1902.80896
2007/10/12,6677.459961,15415.75,15639.9502,1909.48999
2007/10/15,6749.029785,15648.98047,15626.95996,1922.844971
2007/10/16,6717.040039,null,15747.25977,1913.420044
2007/10/17,6564.870117,15725.95996,15902.50977,1947.454956
2007/10/18,6432.359863,15878.88965,15912.08984,1958.937988
2007/10/19,6024.069824,16184.67969,16149.08008,1956.343994
2007/10/22,6143.439941,null,16099.25977,1977.254028
2007/10/23,5997.919922,15693.5,15994.24023,1967.672974
2007/10/24,6029.649902,15554.11035,null,1967.405029
2007/10/25,6353.669922,15127,15827.71973,1973.578003
2007/10/26,6209.419922,15074.79981,15513.57031,1961.286987
2007/10/29,null,14680.5,15550.63965,1977.363037
2007/10/30,6040.549805,14973.40039,15330.30957,1984.26001
2007/10/31,5805.009766,14873.42969,15512.32031,1981.630981
2007/11/1,5876.109863,14458.51953,15340.21973,1991.172974
2007/11/2,5630.950195,14422.51953,14872.48047,1997.077026
2007/11/5,5702.359863,15044.53027,14811.08008,2012.907959
2007/11/6,5432.22998,15102.36035,15198.73047,2032.482056
2007/11/7,5081.279785,14925.92969,15097.95996,2047.458008
2007/11/8,5404.779785,15061.13965,15148.19043,2070.788086
2007/11/9,5608.950195,14996.24023,14840.46973,2085.11792
2007/11/12,5918.629883,14902.45996,14858.42969,2081.905029
2007/11/13,6023.779785,14799.90039,14582.2002,2095.983887
2007/11/14,5941.850098,14895.33984,14464.55957,2093.235107
2007/11/15,5805.169922,15349.00977,14539.59961,2101.388916
2007/11/16,5659.080078,15291.54004,14872.38965,2097.981934
2007/11/19,5544.180176,15594.12012,14837.78027,2113.302979
2007/11/20,5425.02002,15671.15039,null,2119.438965
2007/11/21,5626.080078,15820.79004,15371.44043,2053.370117
2007/11/23,5796.080078,15654.12988,15340.33008,2049.670898
2007/11/26,5657.47998,15504.79981,15399.63965,2079.395996
2007/11/27,5877.77002,15389.38965,15060.04981,2064.794922
2007/11/28,6067.939941,14815.69043,14988.54004,2070.613037
2007/11/29,6089.549805,15177.51953,14664.63965,2081.843018
2007/11/30,6088.740234,15127.40039,14660.04004,2092.138916
2007/12/3,5793.52002,15298.34961,14799.13965,2091.669922
2007/12/4,5772.509766,15180.84961,14587.03027,2075.626953
2007/12/5,5737.02002,15346.66016,14544.29981,2075.043945
2007/12/6,5454.129883,15188.29981,14531.65039,2073.163086
2007/12/7,5351.359863,14772.50977,14408.45996,2046.07605
2007/12/10,4845.209961,14563.50977,14301.30957,2059.052979
2007/12/11,5103,14376.90039,null,2056.120117
2007/12/12,5130.609863,14602.75977,14315.34961,2051.079102
2007/12/13,5146.919922,14566.21973,14720.38965,2039.364014
2007/12/14,5419.990234,14169.05957,14658.87012,2044.545044
2007/12/17,5433.779785,13984.38965,14507.63965,2049.031982
2007/12/18,5362.259766,14441.42969,14648.50977,2071.268066
2007/12/19,5319.459961,14559.24023,14835.33008,2076.885986
2007/12/20,5256.930176,14573.20996,14954.73047,2069.768066
2007/12/21,5342.060059,15098.9502,14695.04981,2068.174072
2007/12/24,5174.02002,15011.51953,14889.37012,2076.266113
2007/12/26,5199.200195,15189.33008,14720.36035,2058.243896
2007/12/27,5170.620117,15408.54004,14696.50977,2053.704102
2007/12/28,5212.72998,15329.59961,15015.7002,
2007/12/31,5252.830078,15621.73047,15114.63965,
2008/1/2,5284.410156,15496.99023,15168.67969,
2008/1/3,5380.089844,14975.53027,14927.19043,
2008/1/4,5384.359863,15024.53027,14552.29004,
2008/1/7,5320.160156,15188.04004,14483.90039,
2008/1/8,5224.740234,14930.71973,14132.37012,
2008/1/9,5055.200195,14659.32031,13914.42969,
2008/1/10,5040.25,14738.20996,13423.20996,
2008/1/11,4947.890137,null,13427.08008,
2008/1/14,4817.220215,null,13931.61035,
2008/1/15,4811.220215,14748.36035,14007.84961,
2008/1/16,null,14796.54981,13981.49023,
2008/1/17,4721.359863,15095.53027,13946.95996,
2008/1/18,4614.629883,null,13785.69043,
2008/1/22,4797.140137,14869.94043,,
2008/1/23,4743.939941,,,
2008/1/24,,,,
2008/1/25,,,,
2008/1/28,,,,
2008/1/29,,,,
2008/1/30,,,,
2008/1/31,,,,
2008/2/1,,,,
2008/2/4,,,,
2008/2/5,,,,
2008/2/6,,,,
2008/2/7,,,,
2008/2/8,,,,
2008/2/11,,,,
2008/2/12,,,,
2008/2/13,,,,
2008/2/14,,,,
2008/2/15,,,,
2008/2/19,,,,
2008/2/20,,,,
2008/2/21,,,,
2008/2/22,,,,
2008/2/25,,,,
2008/2/26,,,,
2008/2/27,,,,
2008/2/28,,,,
2008/2/29,,,,
2008/3/3,,,,
2008/3/4,,,,
2008/3/5,,,,
2008/3/6,,,,
2008/3/7,,,,
2008/3/10,,,,
2008/3/11,,,,
2008/3/12,,,,
2008/3/13,,,,
2008/3/14,,,,
2008/3/17,,,,
2008/3/18,,,,
2008/3/19,,,,
2008/3/20,,,,
2008/3/24,,,,
2008/3/25,,,,
2008/3/26,,,,
2008/3/27,,,,
2008/3/28,,,,
2008/3/31,,,,
2008/4/1,,,,
2008/4/2,,,,
2008/4/3,,,,
2008/4/4,,,,
2008/4/7,,,,
2008/4/8,,,,
2008/4/9,,,,
2008/4/10,,,,
2008/4/11,,,,
2008/4/14,,,,
2008/4/15,,,,
2008/4/16,,,,
2008/4/17,,,,
2008/4/18,,,,
2008/4/21,,,,
2008/4/22,,,,
2008/4/23,,,,
2008/4/24,,,,
2008/4/25,,,,
2008/4/28,,,,
2008/4/29,,,,
2008/4/30,,,,
2008/5/1,,,,
2008/5/2,,,,
2008/5/5,,,,
2008/5/6,,,,
2008/5/7,,,,
2008/5/8,,,,
2008/5/9,,,,
2008/5/12,,,,
2008/5/13,,,,
2008/5/14,,,,
2008/5/15,,,,
2008/5/16,,,,
2008/5/19,,,,
2008/5/20,,,,
2008/5/21,,,,
2008/5/22,,,,
2008/5/23,,,,
2008/5/27,,,,
2008/5/28,,,,
2008/5/29,,,,
2008/5/30,,,,
2008/6/2,,,,
2008/6/3,,,,
2008/6/4,,,,
2008/6/5,,,,
2008/6/6,,,,
2008/6/9,,,,
2008/6/10,,,,
2008/6/11,,,,
2008/6/12,,,,
2008/6/13,,,,
2008/6/16,,,,
2008/6/17,,,,
2008/6/18,,,,
2008/6/19,,,,
2008/6/20,,,,
2008/6/23,,,,
2008/6/24,,,,
2008/6/25,,,,
2008/6/26,,,,
2008/6/27,,,,
2008/6/30,,,,
2008/7/1,,,,
2008/7/2,,,,
2008/7/3,,,,
2008/7/7,,,,
2008/7/8,,,,
2008/7/9,,,,
2008/7/10,,,,
2008/7/11,,,,
2008/7/14,,,,
2008/7/15,,,,
2008/7/16,,,,
2008/7/17,,,,
2008/7/18,,,,
2008/7/21,,,,
2008/7/22,,,,
2008/7/23,,,,
2008/7/24,,,,
2008/7/25,,,,
2008/7/28,,,,
2008/7/29,,,,
2008/7/30,,,,
2008/7/31,,,,
2008/8/1,,,,
2008/8/4,,,,
2008/8/5,,,,
2008/8/6,,,,
2008/8/7,,,,
2008/8/8,,,,
2008/8/11,,,,
2008/8/12,,,,
2008/8/13,,,,
2008/8/14,,,,
2008/8/15,,,,
2008/8/18,,,,
2008/8/19,,,,
2008/8/20,,,,
2008/8/21,,,,
2008/8/22,,,,
2008/8/25,,,,
2008/8/26,,,,
2008/8/27,,,,
2008/8/28,,,,
2008/8/29,,,,
2008/9/2,,,,
2008/9/3,,,,
2008/9/4,,,,
2008/9/5,,,,
2008/9/8,,,,
2008/9/9,,,,
2008/9/10,,,,
2008/9/11,,,,
2008/9/12,,,,
2008/9/15,,,,
2008/9/16,,,,
2008/9/17,,,,
2008/9/18,,,,
2008/9/19,,,,
2008/9/22,,,,
2008/9/23,,,,
2008/9/24,,,,
2008/9/25,,,,
2008/9/26,,,,
2008/9/29,,,,
2008/9/30,,,,
2008/10/1,,,,
2008/10/2,,,,
2008/10/3,,,,
2008/10/6,,,,
2008/10/7,,,,
2008/10/8,,,,
2008/10/9,,,,
2008/10/10,,,,
2008/10/13,,,,
2008/10/14,,,,
2008/10/15,,,,
2008/10/16,,,,
2008/10/17,,,,
2008/10/20,,,,
2008/10/21,,,,
2008/10/22,,,,
2008/10/23,,,,
2008/10/24,,,,
2008/10/27,,,,
2008/10/28,,,,
2008/10/29,,,,
2008/10/30,,,,
2008/10/31,,,,
2008/11/3,,,,
2008/11/4,,,,
2008/11/5,,,,
2008/11/6,,,,
2008/11/7,,,,
2008/11/10,,,,
2008/11/11,,,,
2008/11/12,,,,
2008/11/13,,,,
2008/11/14,,,,
2008/11/17,,,,
2008/11/18,,,,
2008/11/19,,,,
2008/11/20,,,,
2008/11/21,,,,
2008/11/24,,,,
2008/11/25,,,,
2008/11/26,,,,
2008/11/28,,,,
2008/12/1,,,,
2008/12/2,,,,
2008/12/3,,,,
2008/12/4,,,,
2008/12/5,,,,
2008/12/8,,,,
2008/12/9,,,,
2008/12/10,,,,
2008/12/11,,,,
2008/12/12,,,,
2008/12/15,,,,
2008/12/16,,,,
2008/12/17,,,,
2008/12/18,,,,
2008/12/19,,,,
2008/12/22,,,,
2008/12/23,,,,
2008/12/24,,,,
2008/12/26,,,,
2008/12/29,,,,
2008/12/30,,,,
2008/12/31,,,,
2009/1/2,,,,
2009/1/5,,,,
2009/1/6,,,,
2009/1/7,,,,
2009/1/8,,,,
2009/1/9,,,,
2009/1/12,,,,
2009/1/13,,,,
2009/1/14,,,,
2009/1/15,,,,
2009/1/16,,,,
2009/1/20,,,,
2009/1/21,,,,
2009/1/22,,,,
2009/1/23,,,,
2009/1/26,,,,
2009/1/27,,,,
2009/1/28,,,,
2009/1/29,,,,
2009/1/30,,,,
2009/2/2,,,,
2009/2/3,,,,
2009/2/4,,,,
2009/2/5,,,,
2009/2/6,,,,
2009/2/9,,,,
2009/2/10,,,,
2009/2/11,,,,
2009/2/12,,,,
2009/2/13,,,,
2009/2/17,,,,
2009/2/18,,,,
2009/2/19,,,,
2009/2/20,,,,
2009/2/23,,,,
2009/2/24,,,,
2009/2/25,,,,
2009/2/26,,,,
2009/2/27,,,,
2009/3/2,,,,
2009/3/3,,,,
2009/3/4,,,,
2009/3/5,,,,
2009/3/6,,,,
2009/3/9,,,,
2009/3/10,,,,
2009/3/11,,,,
2009/3/12,,,,
2009/3/13,,,,
2009/3/16,,,,
2009/3/17,,,,
2009/3/18,,,,
2009/3/19,,,,
2009/3/20,,,,
2009/3/23,,,,
2009/3/24,,,,
2009/3/25,,,,
2009/3/26,,,,
2009/3/27,,,,
2009/3/30,,,,
2009/3/31,,,,
2009/4/1,,,,
2009/4/2,,,,
2009/4/3,,,,
2009/4/6,,,,
2009/4/7,,,,
2009/4/8,,,,
2009/4/9,,,,
2009/4/13,,,,
2009/4/14,,,,
2009/4/15,,,,
2009/4/16,,,,
2009/4/17,,,,
2009/4/20,,,,
2009/4/21,,,,
2009/4/22,,,,
2009/4/23,,,,
2009/4/24,,,,
2009/4/27,,,,
2009/4/28,,,,
2009/4/29,,,,
2009/4/30,,,,
2009/5/1,,,,
2009/5/4,,,,
2009/5/5,,,,
2009/5/6,,,,
2009/5/7,,,,
2009/5/8,,,,
2009/5/11,,,,
2009/5/12,,,,
2009/5/13,,,,
2009/5/14,,,,
2009/5/15,,,,
2009/5/18,,,,
2009/5/19,,,,
2009/5/20,,,,
2009/5/21,,,,
2009/5/22,,,,
2009/5/26,,,,
2009/5/27,,,,
2009/5/28,,,,
2009/5/29,,,,
2009/6/1,,,,
2009/6/2,,,,
2009/6/3,,,,
2009/6/4,,,,
2009/6/5,,,,
2009/6/8,,,,
2009/6/9,,,,
2009/6/10,,,,
2009/6/11,,,,
2009/6/12,,,,
2009/6/15,,,,
2009/6/16,,,,
2009/6/17,,,,
2009/6/18,,,,
2009/6/19,,,,
2009/6/22,,,,
2009/6/23,,,,
2009/6/24,,,,
2009/6/25,,,,
2009/6/26,,,,
2009/6/29,,,,
2009/6/30,,,,
2009/7/1,,,,
2009/7/2,,,,
2009/7/6,,,,
2009/7/7,,,,
2009/7/8,,,,
2009/7/9,,,,
2009/7/10,,,,
2009/7/13,,,,
2009/7/14,,,,
2009/7/15,,,,
2009/7/16,,,,
2009/7/17,,,,
2009/7/20,,,,
2009/7/21,,,,
2009/7/22,,,,
2009/7/23,,,,
2009/7/24,,,,
2009/7/27,,,,
2009/7/28,,,,
2009/7/29,,,,
2009/7/30,,,,
2009/7/31,,,,
2009/8/3,,,,
2009/8/4,,,,
2009/8/5,,,,
2009/8/6,,,,
2009/8/7,,,,
2009/8/10,,,,
2009/8/11,,,,
2009/8/12,,,,
2009/8/13,,,,
2009/8/14,,,,
2009/8/17,,,,
2009/8/18,,,,
2009/8/19,,,,
2009/8/20,,,,
2009/8/21,,,,
2009/8/24,,,,
2009/8/25,,,,
2009/8/26,,,,
2009/8/27,,,,
2009/8/28,,,,
2009/8/31,,,,
2009/9/1,,,,
2009/9/2,,,,
2009/9/3,,,,
2009/9/4,,,,
2009/9/8,,,,
2009/9/9,,,,
2009/9/10,,,,
2009/9/11,,,,
2009/9/14,,,,
2009/9/15,,,,
2009/9/16,,,,
2009/9/17,,,,
2009/9/18,,,,
2009/9/21,,,,
2009/9/22,,,,
2009/9/23,,,,
2009/9/24,,,,
2009/9/25,,,,
2009/9/28,,,,
2009/9/29,,,,
2009/9/30,,,,
2009/10/1,,,,
2009/10/2,,,,
2009/10/5,,,,
2009/10/6,,,,
2009/10/7,,,,
2009/10/8,,,,
2009/10/9,,,,
2009/10/12,,,,
2009/10/13,,,,
2009/10/14,,,,
2009/10/15,,,,
2009/10/16,,,,
2009/10/19,,,,
2009/10/20,,,,
2009/10/21,,,,
2009/10/22,,,,
2009/10/23,,,,
2009/10/26,,,,
2009/10/27,,,,
2009/10/28,,,,
2009/10/29,,,,
2009/10/30,,,,
2009/11/2,,,,
2009/11/3,,,,
2009/11/4,,,,
2009/11/5,,,,
2009/11/6,,,,
2009/11/9,,,,
2009/11/10,,,,
2009/11/11,,,,
2009/11/12,,,,
2009/11/13,,,,
2009/11/16,,,,
2009/11/17,,,,
2009/11/18,,,,
2009/11/19,,,,
2009/11/20,,,,
2009/11/23,,,,
2009/11/24,,,,
2009/11/25,,,,
2009/11/27,,,,
2009/11/30,,,,
2009/12/1,,,,
2009/12/2,,,,
2009/12/3,,,,
